Month,Employee_ID,Department,Location,Scheduled_Days,Present_Days,Paid_Leave_Days,Sick_Leave_Days,Unpaid_Leave_Days,Absent_Days,WFH_Days,Overtime_Hours,Late_Arrivals
2025-12-01,E00017,Finance,Pune,23,23,0,0,0,0,9,0.9,3
2026-01-01,E00017,Finance,Pune,21,17,4,0,0,0,4,6.1,2
2026-02-01,E00017,Finance,Pune,20,16,4,0,0,0,12,2.1,2
2026-03-01,E00017,Finance,Pune,20,18,2,0,0,0,6,1.0,3
2026-04-01,E00017,Finance,Pune,22,18,1,0,3,3,2,3.5,2
2026-05-01,E00017,Finance,Pune,20,19,1,0,0,0,3,6.2,3
2026-06-01,E00017,Finance,Pune,22,18,4,0,0,0,0,0.0,2
2026-07-01,E00017,Finance,Pune,22,22,0,0,0,0,6,0.0,3
2026-08-01,E00017,Finance,Pune,23,22,1,0,0,0,12,1.5,1
2025-08-01,E00018,Supply Chain,Chennai,23,22,1,0,0,0,0,8.3,1
2025-09-01,E00018,Supply Chain,Chennai,23,21,2,0,0,0,8,1.3,0
2025-10-01,E00018,Supply Chain,Chennai,20,17,3,0,0,0,7,5.4,2
2025-11-01,E00018,Supply Chain,Chennai,22,20,2,0,0,0,10,2.1,3
2025-12-01,E00018,Supply Chain,Chennai,23,19,1,1,2,3,11,12.7,1
2026-01-01,E00018,Supply Chain,Chennai,21,20,1,0,0,0,8,17.7,1
2026-02-01,E00018,Supply Chain,Chennai,22,21,0,0,1,1,1,5.7,2
2026-03-01,E00018,Supply Chain,Chennai,23,19,2,0,2,2,7,1.0,3
2026-04-01,E00018,Supply Chain,Chennai,22,22,0,0,0,0,7,4.9,3
2026-05-01,E00018,Supply Chain,Chennai,20,19,1,0,0,0,0,4.7,0
2026-06-01,E00018,Supply Chain,Chennai,22,21,1,0,0,0,5,0.0,2
2026-07-01,E00018,Supply Chain,Chennai,21,19,2,0,0,0,0,10.3,0
2026-08-01,E00018,Supply Chain,Chennai,22,22,0,0,0,0,8,15.0,0
2024-09-01,E00020,Finance,Hyderabad,23,20,3,0,0,0,5,1.5,2
2024-10-01,E00020,Finance,Hyderabad,22,20,2,0,0,0,5,0.0,0
2024-11-01,E00020,Finance,Hyderabad,23,19,4,0,0,0,3,0.0,0
2024-12-01,E00020,Finance,Hyderabad,21,17,4,0,0,0,0,0.0,0
2025-01-01,E00020,Finance,Hyderabad,23,20,3,0,0,0,0,4.3,3
2025-02-01,E00020,Finance,Hyderabad,21,18,1,2,0,2,0,3.0,1
2025-03-01,E00020,Finance,Hyderabad,23,21,2,0,0,0,5,20.1,2
2025-04-01,E00020,Finance,Hyderabad,20,16,1,2,1,3,8,1.0,3
2025-05-01,E00020,Finance,Hyderabad,22,17,0,5,0,5,8,1.1,2
2025-06-01,E00020,Finance,Hyderabad,20,18,2,0,0,0,12,0.0,2
2025-07-01,E00020,Finance,Hyderabad,20,19,1,0,0,0,4,2.9,0
2025-08-01,E00020,Finance,Hyderabad,22,22,0,0,0,0,1,5.7,3
2025-09-01,E00020,Finance,Hyderabad,23,19,4,0,0,0,1,6.7,3
2025-10-01,E00020,Finance,Hyderabad,20,18,2,0,0,0,12,10.4,0
2025-11-01,E00020,Finance,Hyderabad,23,23,0,0,0,0,3,3.3,1
2025-12-01,E00020,Finance,Hyderabad,22,22,0,0,0,0,3,6.4,3
2026-01-01,E00020,Finance,Hyderabad,23,20,3,0,0,0,0,0.0,1
2026-02-01,E00020,Finance,Hyderabad,23,21,1,1,0,1,3,0.0,3
2026-03-01,E00020,Finance,Hyderabad,23,23,0,0,0,0,1,0.0,3
2026-04-01,E00020,Finance,Hyderabad,20,19,1,0,0,0,8,7.5,1
2026-05-01,E00020,Finance,Hyderabad,21,19,2,0,0,0,5,0.0,0
2026-06-01,E00020,Finance,Hyderabad,23,20,3,0,0,0,1,7.8,3
2026-07-01,E00020,Finance,Hyderabad,20,18,2,0,0,0,4,0.7,3
2026-08-01,E00020,Finance,Hyderabad,21,19,2,0,0,0,10,0.0,3
2024-09-01,E00021,Customer Success,Pune,20,16,3,0,1,1,1,0.4,1
2024-10-01,E00021,Customer Success,Pune,22,21,1,0,0,0,0,5.3,3
2024-11-01,E00021,Customer Success,Pune,20,20,0,0,0,0,0,0.0,0
2024-12-01,E00021,Customer Success,Pune,22,22,0,0,0,0,2,3.4,1
2025-01-01,E00021,Customer Success,Pune,20,18,2,0,0,0,1,6.6,0
2025-02-01,E00021,Customer Success,Pune,22,20,2,0,0,0,0,13.6,1
2025-03-01,E00021,Customer Success,Pune,22,19,1,1,1,2,0,4.0,2
2025-04-01,E00021,Customer Success,Pune,22,21,1,0,0,0,0,6.4,2
2025-05-01,E00021,Customer Success,Pune,20,19,1,0,0,0,1,16.3,2
2025-06-01,E00021,Customer Success,Pune,23,21,2,0,0,0,2,5.5,3
2025-07-01,E00021,Customer Success,Pune,22,20,2,0,0,0,1,4.2,0
2025-08-01,E00021,Customer Success,Pune,22,22,0,0,0,0,0,0.0,3
2025-09-01,E00021,Customer Success,Pune,23,22,1,0,0,0,1,0.0,2
2025-10-01,E00021,Customer Success,Pune,22,18,4,0,0,0,0,1.0,1
2025-11-01,E00021,Customer Success,Pune,21,20,1,0,0,0,0,9.5,3
2025-12-01,E00021,Customer Success,Pune,20,16,2,2,0,2,0,10.7,3
2026-01-01,E00021,Customer Success,Pune,22,17,2,0,3,3,2,0.0,3
2026-02-01,E00021,Customer Success,Pune,22,19,2,0,1,1,1,1.6,0
2026-03-01,E00021,Customer Success,Pune,22,20,2,0,0,0,1,0.0,2
2026-04-01,E00021,Customer Success,Pune,21,18,3,0,0,0,1,3.7,3
2026-05-01,E00021,Customer Success,Pune,22,22,0,0,0,0,0,5.0,0
2026-06-01,E00021,Customer Success,Pune,22,20,2,0,0,0,2,7.7,2
2026-07-01,E00021,Customer Success,Pune,21,19,0,0,2,2,0,0.0,3
2026-08-01,E00021,Customer Success,Pune,22,20,2,0,0,0,1,4.5,1
2024-09-01,E00022,Sales,Hyderabad,21,20,1,0,0,0,0,14.4,2
2024-10-01,E00022,Sales,Hyderabad,22,21,1,0,0,0,11,2.4,0
2024-11-01,E00022,Sales,Hyderabad,23,21,2,0,0,0,0,2.0,2
2024-12-01,E00022,Sales,Hyderabad,20,18,2,0,0,0,10,0.7,3
2025-01-01,E00022,Sales,Hyderabad,22,19,2,1,0,1,11,10.0,2
2025-02-01,E00022,Sales,Hyderabad,23,20,3,0,0,0,6,6.0,0
2025-03-01,E00022,Sales,Hyderabad,20,20,0,0,0,0,9,8.6,0
2025-04-01,E00022,Sales,Hyderabad,23,23,0,0,0,0,11,2.6,1
2025-05-01,E00022,Sales,Hyderabad,22,22,0,0,0,0,3,0.0,1
2025-06-01,E00022,Sales,Hyderabad,21,18,2,1,0,1,11,7.7,3
2025-07-01,E00022,Sales,Hyderabad,20,18,2,0,0,0,2,9.7,3
2025-08-01,E00022,Sales,Hyderabad,23,21,2,0,0,0,10,7.8,0
2025-09-01,E00022,Sales,Hyderabad,22,19,2,0,1,1,4,4.4,2
2025-10-01,E00022,Sales,Hyderabad,22,21,0,1,0,1,4,18.3,1
2025-11-01,E00022,Sales,Hyderabad,22,20,2,0,0,0,9,1.4,0
2025-12-01,E00022,Sales,Hyderabad,21,18,3,0,0,0,11,2.8,1
2026-01-01,E00022,Sales,Hyderabad,21,17,4,0,0,0,12,2.2,0
2026-02-01,E00022,Sales,Hyderabad,21,19,0,0,2,2,7,6.1,1
2026-03-01,E00022,Sales,Hyderabad,21,21,0,0,0,0,5,11.2,3
2026-04-01,E00022,Sales,Hyderabad,21,19,2,0,0,0,1,14.3,1
2026-05-01,E00022,Sales,Hyderabad,22,21,1,0,0,0,8,16.9,2
2026-06-01,E00022,Sales,Hyderabad,21,19,2,0,0,0,10,8.6,1
2026-07-01,E00022,Sales,Hyderabad,20,19,1,0,0,0,5,11.6,0
2026-08-01,E00022,Sales,Hyderabad,23,23,0,0,0,0,7,17.3,2
2024-09-01,E00024,Customer Success,Chennai,21,19,2,0,0,0,3,10.0,0
2024-10-01,E00024,Customer Success,Chennai,21,20,1,0,0,0,10,0.7,3
2024-11-01,E00024,Customer Success,Chennai,21,15,2,4,0,4,2,5.1,1
2024-12-01,E00024,Customer Success,Chennai,22,20,1,1,0,1,7,0.0,1
2025-01-01,E00024,Customer Success,Chennai,21,20,1,0,0,0,10,8.4,2
2025-02-01,E00024,Customer Success,Chennai,22,16,4,2,0,2,9,0.0,0
2025-03-01,E00024,Customer Success,Chennai,23,22,1,0,0,0,9,5.7,0
2025-04-01,E00024,Customer Success,Chennai,23,21,0,2,0,2,10,0.0,0
2025-05-01,E00024,Customer Success,Chennai,20,14,3,3,0,3,11,1.8,3
2025-06-01,E00024,Customer Success,Chennai,20,20,0,0,0,0,1,2.9,2
2025-07-01,E00024,Customer Success,Chennai,22,19,1,2,0,2,5,6.5,2
2025-08-01,E00024,Customer Success,Chennai,21,19,2,0,0,0,6,0.0,2
2025-09-01,E00024,Customer Success,Chennai,21,19,2,0,0,0,8,0.6,3
2025-10-01,E00024,Customer Success,Chennai,22,19,2,1,0,1,8,0.3,0
2025-11-01,E00024,Customer Success,Chennai,23,23,0,0,0,0,0,5.9,3
2025-12-01,E00024,Customer Success,Chennai,22,21,1,0,0,0,6,6.9,3
2026-01-01,E00024,Customer Success,Chennai,21,19,2,0,0,0,5,4.3,0
2026-02-01,E00024,Customer Success,Chennai,22,20,2,0,0,0,12,0.0,0
2026-03-01,E00024,Customer Success,Chennai,22,21,1,0,0,0,6,0.0,2
2026-04-01,E00024,Customer Success,Chennai,22,19,2,0,1,1,12,0.0,0
2026-05-01,E00024,Customer Success,Chennai,20,18,2,0,0,0,12,3.0,1
2026-06-01,E00024,Customer Success,Chennai,21,18,3,0,0,0,2,0.0,1
2026-07-01,E00024,Customer Success,Chennai,22,22,0,0,0,0,0,3.0,1
2026-08-01,E00024,Customer Success,Chennai,21,21,0,0,0,0,4,8.9,1
2024-09-01,E00025,Customer Success,Chennai,20,15,1,2,2,4,6,2.7,1
2024-10-01,E00025,Customer Success,Chennai,22,19,3,0,0,0,6,6.0,1
2024-11-01,E00025,Customer Success,Chennai,20,19,0,1,0,1,2,0.0,2
2024-12-01,E00025,Customer Success,Chennai,23,19,4,0,0,0,10,2.1,3
2025-01-01,E00025,Customer Success,Chennai,22,21,0,1,0,1,3,5.1,2
2025-02-01,E00025,Customer Success,Chennai,22,21,1,0,0,0,12,7.2,2
2025-03-01,E00025,Customer Success,Chennai,22,21,1,0,0,0,12,0.0,3
2025-04-01,E00025,Customer Success,Chennai,22,20,1,0,1,1,8,0.0,3
2025-05-01,E00025,Customer Success,Chennai,23,19,4,0,0,0,6,4.1,0
2025-06-01,E00025,Customer Success,Chennai,22,17,3,0,2,2,4,3.9,3
2025-07-01,E00025,Customer Success,Chennai,20,16,2,2,0,2,3,0.0,2
2025-08-01,E00025,Customer Success,Chennai,23,20,3,0,0,0,12,0.8,2
2025-09-01,E00025,Customer Success,Chennai,22,16,4,2,0,2,0,11.7,1
2025-10-01,E00025,Customer Success,Chennai,22,18,1,3,0,3,8,0.0,0
2025-11-01,E00025,Customer Success,Chennai,20,18,1,0,1,1,12,14.5,0
2025-12-01,E00025,Customer Success,Chennai,21,20,1,0,0,0,1,0.0,2
2026-01-01,E00025,Customer Success,Chennai,20,18,2,0,0,0,11,0.0,2
2026-02-01,E00025,Customer Success,Chennai,22,21,1,0,0,0,6,2.8,2
2026-03-01,E00025,Customer Success,Chennai,20,18,1,0,1,1,5,4.5,1
2026-04-01,E00025,Customer Success,Chennai,22,18,4,0,0,0,10,0.0,0
2026-05-01,E00025,Customer Success,Chennai,22,20,2,0,0,0,12,0.0,3
2026-06-01,E00025,Customer Success,Chennai,21,20,1,0,0,0,4,2.6,1
2026-07-01,E00025,Customer Success,Chennai,20,16,1,0,3,3,12,0.0,3
2026-08-01,E00025,Customer Success,Chennai,21,19,1,1,0,1,10,6.6,1
2024-09-01,E00026,Supply Chain,Bengaluru,23,19,2,2,0,2,4,3.6,3
2024-10-01,E00026,Supply Chain,Bengaluru,21,20,1,0,0,0,0,2.3,3
2024-11-01,E00026,Supply Chain,Bengaluru,22,19,3,0,0,0,1,7.3,3
2024-12-01,E00026,Supply Chain,Bengaluru,22,21,1,0,0,0,1,12.2,3
2025-01-01,E00026,Supply Chain,Bengaluru,20,19,1,0,0,0,4,13.7,1
2025-02-01,E00026,Supply Chain,Bengaluru,22,18,4,0,0,0,2,14.4,2
2025-03-01,E00026,Supply Chain,Bengaluru,23,22,0,1,0,1,10,0.0,3
2025-04-01,E00026,Supply Chain,Bengaluru,22,21,1,0,0,0,6,0.4,1
2024-09-01,E00027,Operations,Noida,20,18,2,0,0,0,5,0.0,1
2024-10-01,E00027,Operations,Noida,22,20,1,0,1,1,4,2.4,3
2024-11-01,E00027,Operations,Noida,23,22,1,0,0,0,0,0.0,1
2024-12-01,E00027,Operations,Noida,20,18,1,0,1,1,5,11.9,1
2025-01-01,E00027,Operations,Noida,21,21,0,0,0,0,1,7.3,1
2025-02-01,E00027,Operations,Noida,20,19,1,0,0,0,4,10.9,1
2025-03-01,E00027,Operations,Noida,21,20,1,0,0,0,9,3.9,2
2025-04-01,E00027,Operations,Noida,21,21,0,0,0,0,4,2.2,1
2025-05-01,E00027,Operations,Noida,22,21,1,0,0,0,9,5.4,1
2025-06-01,E00027,Operations,Noida,22,20,2,0,0,0,2,1.8,2
2025-07-01,E00027,Operations,Noida,22,20,2,0,0,0,1,22.8,3
2025-08-01,E00027,Operations,Noida,23,23,0,0,0,0,7,3.4,3
2025-09-01,E00027,Operations,Noida,22,20,2,0,0,0,12,8.7,3
2025-10-01,E00027,Operations,Noida,20,19,1,0,0,0,10,4.2,1
2025-11-01,E00027,Operations,Noida,21,17,2,2,0,2,3,3.7,2
2025-12-01,E00027,Operations,Noida,22,20,1,1,0,1,4,16.3,0
2026-01-01,E00027,Operations,Noida,23,23,0,0,0,0,7,11.6,0
2026-02-01,E00027,Operations,Noida,22,21,1,0,0,0,0,8.0,2
2026-03-01,E00027,Operations,Noida,22,20,1,1,0,1,8,0.0,3
2026-04-01,E00027,Operations,Noida,21,20,0,1,0,1,5,10.3,2
2026-05-01,E00027,Operations,Noida,20,17,1,0,2,2,11,0.0,3
2026-06-01,E00027,Operations,Noida,23,21,0,1,1,2,3,16.9,1
2026-07-01,E00027,Operations,Noida,20,15,2,3,0,3,6,0.0,1
2026-08-01,E00027,Operations,Noida,23,22,1,0,0,0,4,0.6,2
2026-02-01,E00028,Supply Chain,Chennai,23,23,0,0,0,0,2,9.8,0
2026-03-01,E00028,Supply Chain,Chennai,20,17,2,1,0,1,8,0.0,1
2026-04-01,E00028,Supply Chain,Chennai,20,17,1,1,1,2,3,13.6,3
2026-05-01,E00028,Supply Chain,Chennai,20,20,0,0,0,0,7,0.0,3
2026-06-01,E00028,Supply Chain,Chennai,20,19,1,0,0,0,0,5.4,1
2026-07-01,E00028,Supply Chain,Chennai,20,17,2,0,1,1,2,2.7,3
2026-08-01,E00028,Supply Chain,Chennai,22,17,3,2,0,2,12,2.1,0
2024-09-01,E00030,Finance,Pune,22,22,0,0,0,0,4,2.0,3
2024-10-01,E00030,Finance,Pune,22,19,3,0,0,0,0,7.2,3
2024-11-01,E00030,Finance,Pune,21,18,1,0,2,2,2,10.2,3
2024-12-01,E00030,Finance,Pune,23,18,2,3,0,3,7,6.6,1
2025-01-01,E00030,Finance,Pune,22,19,2,0,1,1,5,7.4,1
2025-02-01,E00030,Finance,Pune,22,21,1,0,0,0,3,10.4,0
2025-03-01,E00030,Finance,Pune,23,21,2,0,0,0,6,0.0,1
2025-04-01,E00030,Finance,Pune,23,21,2,0,0,0,2,0.0,0
2025-05-01,E00030,Finance,Pune,20,19,1,0,0,0,7,4.6,2
2025-06-01,E00030,Finance,Pune,22,20,2,0,0,0,6,5.5,3
2025-07-01,E00030,Finance,Pune,21,18,1,1,1,2,10,0.0,1
2025-08-01,E00030,Finance,Pune,21,16,4,1,0,1,3,9.9,3
2025-09-01,E00030,Finance,Pune,22,19,1,2,0,2,10,1.2,0
2025-10-01,E00030,Finance,Pune,22,21,1,0,0,0,1,0.0,2
2025-11-01,E00030,Finance,Pune,20,17,2,0,1,1,11,10.0,0
2025-12-01,E00030,Finance,Pune,20,20,0,0,0,0,6,9.4,2
2026-01-01,E00030,Finance,Pune,20,19,0,1,0,1,0,0.0,1
2026-02-01,E00030,Finance,Pune,23,22,0,0,1,1,0,4.8,0
2026-03-01,E00030,Finance,Pune,22,19,3,0,0,0,5,0.0,3
2026-04-01,E00030,Finance,Pune,23,22,0,1,0,1,5,1.6,0
2026-05-01,E00030,Finance,Pune,21,20,1,0,0,0,0,2.9,1
2026-06-01,E00030,Finance,Pune,20,15,2,0,3,3,4,0.0,2
2026-07-01,E00030,Finance,Pune,22,21,0,0,1,1,4,0.0,1
2026-07-01,E00031,Marketing,Hyderabad,22,18,3,0,1,1,9,0.0,3
2026-08-01,E00031,Marketing,Hyderabad,20,18,2,0,0,0,11,0.0,1
2024-09-01,E00032,Sales,Mumbai,22,19,3,0,0,0,0,0.8,2
2024-10-01,E00032,Sales,Mumbai,22,20,2,0,0,0,12,6.6,0
2024-11-01,E00032,Sales,Mumbai,23,21,2,0,0,0,6,8.4,0
2024-12-01,E00032,Sales,Mumbai,22,20,0,2,0,2,8,8.3,1
2025-01-01,E00032,Sales,Mumbai,20,20,0,0,0,0,3,22.4,1
2025-02-01,E00032,Sales,Mumbai,21,19,1,1,0,1,10,16.0,1
2025-03-01,E00032,Sales,Mumbai,20,17,3,0,0,0,12,6.9,0
2025-04-01,E00032,Sales,Mumbai,23,19,1,3,0,3,11,17.2,3
2025-05-01,E00032,Sales,Mumbai,22,20,2,0,0,0,3,7.7,2
2025-06-01,E00032,Sales,Mumbai,22,19,2,1,0,1,10,0.9,2
2025-07-01,E00032,Sales,Mumbai,21,19,2,0,0,0,1,16.8,3
2025-08-01,E00032,Sales,Mumbai,20,19,1,0,0,0,9,6.4,0
2025-09-01,E00032,Sales,Mumbai,23,22,0,0,1,1,2,10.3,1
2025-10-01,E00032,Sales,Mumbai,23,21,2,0,0,0,3,8.6,0
2025-11-01,E00032,Sales,Mumbai,20,18,2,0,0,0,4,4.5,0
2025-12-01,E00032,Sales,Mumbai,22,17,1,4,0,4,4,6.2,2
2026-01-01,E00032,Sales,Mumbai,21,13,4,3,1,4,4,4.9,0
2026-02-01,E00032,Sales,Mumbai,21,17,1,3,0,3,4,0.0,3
2026-03-01,E00032,Sales,Mumbai,23,20,3,0,0,0,6,4.2,1
2026-04-01,E00032,Sales,Mumbai,23,21,1,0,1,1,7,12.6,3
2026-05-01,E00032,Sales,Mumbai,23,19,1,0,3,3,0,4.0,2
2026-06-01,E00032,Sales,Mumbai,21,20,1,0,0,0,7,0.0,3
2026-07-01,E00032,Sales,Mumbai,22,21,1,0,0,0,5,1.2,0
2026-08-01,E00032,Sales,Mumbai,20,20,0,0,0,0,11,14.4,1
2024-09-01,E00033,Supply Chain,Hyderabad,22,20,2,0,0,0,5,0.0,1
2024-10-01,E00033,Supply Chain,Hyderabad,23,23,0,0,0,0,5,13.3,1
2024-11-01,E00033,Supply Chain,Hyderabad,23,22,1,0,0,0,1,7.2,3
2024-12-01,E00033,Supply Chain,Hyderabad,22,16,2,4,0,4,12,0.0,3
2025-01-01,E00033,Supply Chain,Hyderabad,23,22,0,0,1,1,6,8.1,1
2025-02-01,E00033,Supply Chain,Hyderabad,23,23,0,0,0,0,9,8.4,0
2025-03-01,E00033,Supply Chain,Hyderabad,23,22,1,0,0,0,4,10.5,3
2025-04-01,E00033,Supply Chain,Hyderabad,23,21,2,0,0,0,1,7.3,3
2025-05-01,E00033,Supply Chain,Hyderabad,23,21,1,1,0,1,2,3.5,1
2025-06-01,E00033,Supply Chain,Hyderabad,22,19,1,1,1,2,4,10.2,0
2025-07-01,E00033,Supply Chain,Hyderabad,20,18,1,1,0,1,7,7.1,3
2025-08-01,E00033,Supply Chain,Hyderabad,23,23,0,0,0,0,11,13.4,3
2025-09-01,E00033,Supply Chain,Hyderabad,20,20,0,0,0,0,0,2.8,2
2025-10-01,E00033,Supply Chain,Hyderabad,23,22,1,0,0,0,5,14.6,3
2025-11-01,E00033,Supply Chain,Hyderabad,22,19,2,1,0,1,9,11.9,2
2025-12-01,E00033,Supply Chain,Hyderabad,21,19,2,0,0,0,0,0.0,0
2026-01-01,E00033,Supply Chain,Hyderabad,20,19,1,0,0,0,8,4.9,2
2026-02-01,E00033,Supply Chain,Hyderabad,23,23,0,0,0,0,0,0.0,2
2026-03-01,E00033,Supply Chain,Hyderabad,21,21,0,0,0,0,11,2.0,0
2026-04-01,E00033,Supply Chain,Hyderabad,21,19,2,0,0,0,2,7.9,3
2026-05-01,E00033,Supply Chain,Hyderabad,22,20,1,1,0,1,12,0.0,2
2026-06-01,E00033,Supply Chain,Hyderabad,22,21,1,0,0,0,3,6.7,3
2026-07-01,E00033,Supply Chain,Hyderabad,21,20,0,1,0,1,9,6.3,2
2026-08-01,E00033,Supply Chain,Hyderabad,20,20,0,0,0,0,1,5.7,0
2024-09-01,E00034,Human Resources,Pune,21,21,0,0,0,0,9,7.0,3
2024-10-01,E00034,Human Resources,Pune,20,18,2,0,0,0,4,0.0,2
2024-11-01,E00034,Human Resources,Pune,22,20,1,0,1,1,11,7.0,3
2024-12-01,E00034,Human Resources,Pune,22,21,1,0,0,0,6,0.0,3
2025-01-01,E00034,Human Resources,Pune,23,18,3,2,0,2,10,4.3,1
2025-02-01,E00034,Human Resources,Pune,20,19,1,0,0,0,0,11.5,0
2025-03-01,E00034,Human Resources,Pune,21,17,2,2,0,2,6,9.5,2
2025-04-01,E00034,Human Resources,Pune,23,18,4,0,1,1,0,13.5,0
2025-05-01,E00034,Human Resources,Pune,20,19,1,0,0,0,10,15.7,2
2025-06-01,E00034,Human Resources,Pune,21,20,1,0,0,0,6,0.6,2
2025-07-01,E00034,Human Resources,Pune,23,21,2,0,0,0,0,4.9,3
2025-08-01,E00034,Human Resources,Pune,22,21,1,0,0,0,0,3.9,0
2025-09-01,E00034,Human Resources,Pune,22,20,1,1,0,1,10,2.5,1
2025-10-01,E00034,Human Resources,Pune,20,19,1,0,0,0,7,7.5,1
2025-11-01,E00034,Human Resources,Pune,21,20,1,0,0,0,11,0.5,0
2025-12-01,E00034,Human Resources,Pune,21,20,1,0,0,0,7,6.1,1
2026-01-01,E00034,Human Resources,Pune,22,22,0,0,0,0,7,0.0,3
2026-02-01,E00034,Human Resources,Pune,22,20,2,0,0,0,1,1.9,2
2026-03-01,E00034,Human Resources,Pune,22,22,0,0,0,0,5,4.2,3
2026-04-01,E00034,Human Resources,Pune,21,21,0,0,0,0,9,4.6,0
2026-05-01,E00034,Human Resources,Pune,23,22,1,0,0,0,10,7.6,0
2026-06-01,E00034,Human Resources,Pune,23,20,3,0,0,0,2,0.0,2
2026-07-01,E00034,Human Resources,Pune,22,20,2,0,0,0,4,8.6,0
2026-08-01,E00034,Human Resources,Pune,21,17,3,1,0,1,12,11.2,1
2024-09-01,E00035,Sales,Chennai,20,16,3,1,0,1,7,10.9,2
2024-10-01,E00035,Sales,Chennai,22,20,2,0,0,0,11,15.2,3
2024-11-01,E00035,Sales,Chennai,22,20,1,1,0,1,12,0.0,0
2024-12-01,E00035,Sales,Chennai,23,21,2,0,0,0,5,12.7,0
2025-01-01,E00035,Sales,Chennai,22,20,0,2,0,2,9,19.3,0
2025-02-01,E00035,Sales,Chennai,22,22,0,0,0,0,11,4.3,1
2025-03-01,E00035,Sales,Chennai,20,17,2,0,1,1,7,18.4,3
2025-04-01,E00035,Sales,Chennai,21,21,0,0,0,0,6,7.8,3
2025-05-01,E00035,Sales,Chennai,22,19,3,0,0,0,0,0.0,2
2025-06-01,E00035,Sales,Chennai,23,22,1,0,0,0,11,0.0,3
2025-07-01,E00035,Sales,Chennai,20,17,3,0,0,0,8,15.8,1
2025-08-01,E00035,Sales,Chennai,21,20,1,0,0,0,9,4.9,2
2025-09-01,E00035,Sales,Chennai,23,21,2,0,0,0,8,10.9,2
2025-10-01,E00035,Sales,Chennai,20,14,4,1,1,2,10,5.4,0
2025-11-01,E00035,Sales,Chennai,20,16,4,0,0,0,3,3.6,3
2025-12-01,E00035,Sales,Chennai,21,18,3,0,0,0,6,1.3,3
2026-01-01,E00035,Sales,Chennai,20,15,3,2,0,2,10,15.5,2
2026-02-01,E00035,Sales,Chennai,20,15,4,1,0,1,1,6.3,3
2026-03-01,E00035,Sales,Chennai,22,21,1,0,0,0,0,7.6,2
2026-04-01,E00035,Sales,Chennai,22,21,1,0,0,0,5,0.4,0
2026-05-01,E00035,Sales,Chennai,21,20,0,1,0,1,2,6.6,1
2026-06-01,E00035,Sales,Chennai,21,20,0,1,0,1,9,7.5,3
2026-07-01,E00035,Sales,Chennai,21,21,0,0,0,0,7,3.4,2
2026-08-01,E00035,Sales,Chennai,23,21,2,0,0,0,12,11.9,3
2025-01-01,E00036,Customer Success,Noida,23,21,2,0,0,0,2,4.3,1
2025-02-01,E00036,Customer Success,Noida,20,20,0,0,0,0,7,0.0,0
2025-03-01,E00036,Customer Success,Noida,20,16,4,0,0,0,6,0.5,2
2025-04-01,E00036,Customer Success,Noida,22,20,2,0,0,0,4,0.0,1
2025-05-01,E00036,Customer Success,Noida,20,19,1,0,0,0,0,0.0,1
2025-06-01,E00036,Customer Success,Noida,21,18,3,0,0,0,2,6.5,1
2025-07-01,E00036,Customer Success,Noida,22,20,0,0,2,2,8,0.0,1
2025-08-01,E00036,Customer Success,Noida,22,20,2,0,0,0,12,0.0,2
2025-09-01,E00036,Customer Success,Noida,22,20,2,0,0,0,9,5.0,0
2025-10-01,E00036,Customer Success,Noida,23,20,0,3,0,3,0,7.8,1
2025-11-01,E00036,Customer Success,Noida,21,18,2,0,1,1,10,0.0,3
2025-12-01,E00036,Customer Success,Noida,20,19,1,0,0,0,9,0.0,2
2026-01-01,E00036,Customer Success,Noida,20,19,0,0,1,1,12,0.0,1
2026-02-01,E00036,Customer Success,Noida,21,17,1,3,0,3,11,0.0,0
2026-03-01,E00036,Customer Success,Noida,23,21,2,0,0,0,5,3.3,2
2026-04-01,E00036,Customer Success,Noida,20,19,1,0,0,0,6,0.0,1
2026-05-01,E00036,Customer Success,Noida,20,19,1,0,0,0,11,13.4,1
2026-06-01,E00036,Customer Success,Noida,21,16,2,3,0,3,0,0.0,0
2026-07-01,E00036,Customer Success,Noida,20,17,3,0,0,0,12,0.4,2
2026-08-01,E00036,Customer Success,Noida,22,18,1,2,1,3,3,1.0,0
2024-09-01,E00037,Finance,Hyderabad,22,22,0,0,0,0,0,9.2,0
2024-10-01,E00037,Finance,Hyderabad,20,18,2,0,0,0,8,13.8,2
2024-11-01,E00037,Finance,Hyderabad,23,21,2,0,0,0,0,0.0,0
2024-12-01,E00037,Finance,Hyderabad,22,21,1,0,0,0,11,0.9,0
2025-01-01,E00037,Finance,Hyderabad,20,20,0,0,0,0,6,9.2,0
2025-02-01,E00037,Finance,Hyderabad,20,19,1,0,0,0,12,0.0,3
2025-03-01,E00037,Finance,Hyderabad,22,21,1,0,0,0,12,0.0,1
2025-04-01,E00037,Finance,Hyderabad,22,18,4,0,0,0,8,0.0,1
2025-05-01,E00037,Finance,Hyderabad,21,21,0,0,0,0,9,1.9,0
2025-06-01,E00037,Finance,Hyderabad,22,20,1,1,0,1,10,0.8,0
2025-07-01,E00037,Finance,Hyderabad,21,20,1,0,0,0,3,0.8,1
2025-08-01,E00037,Finance,Hyderabad,21,21,0,0,0,0,9,5.4,0
2025-09-01,E00037,Finance,Hyderabad,21,18,0,0,3,3,8,4.5,0
