Application_ID,Employee_ID,Department,Role,Source,Application_Date,Interview_Date,Offer_Date,Joining_Date,Interview_Score,Assessment_Score,Offer_Accepted,Joined,Recruitment_Cost_INR,Recruiter
A000196,E00099,Human Resources,Talent Acquisition Specialist,Campus,2026-04-09,2026-04-27,2026-05-10,2026-05-17,63,87,Yes,Yes,5892,Recruiter B
A000197,,Human Resources,HR Executive,LinkedIn,2017-12-26,2018-01-11,2018-01-15,,91,95,No,No,8489,Recruiter C
A000198,E00100,Human Resources,HR Executive,Campus,2017-11-08,2017-11-20,2017-11-26,2018-02-06,56,94,Yes,Yes,11765,Recruiter A
A000199,,Human Resources,HR Executive,Company Website,2017-11-15,2017-11-26,2017-12-10,,56,65,No,No,2506,Recruiter A
A000200,E00101,Technology,Tech Lead,Job Portal,2026-05-16,2026-05-19,2026-05-21,2026-07-31,80,78,Yes,Yes,8357,Recruiter D
A000201,,Technology,Tech Lead,Agency,2026-04-27,2026-05-08,2026-05-19,,59,68,Yes,No,17443,Recruiter C
A000202,,Technology,Tech Lead,Referral,2026-07-06,2026-07-14,2026-07-27,,93,75,No,No,10203,Recruiter D
A000203,,Customer Success,Customer Success Manager,LinkedIn,2020-12-13,2020-12-23,2021-01-02,,82,62,Yes,No,10728,Recruiter B
A000204,E00102,Customer Success,Customer Success Manager,Company Website,2020-12-04,2020-12-20,2020-12-31,2021-02-22,69,95,Yes,Yes,3982,Recruiter D
A000205,,Sales,Sales Analyst,LinkedIn,2019-01-17,2019-01-22,2019-01-31,,62,67,Yes,No,17608,Recruiter C
A000206,E00103,Sales,Sales Analyst,Campus,2019-01-11,2019-01-13,2019-01-27,2019-04-14,86,69,Yes,Yes,7989,Recruiter B
A000207,,Sales,Sales Analyst,LinkedIn,2019-01-15,2019-01-21,2019-01-25,,70,71,No,No,3086,Recruiter D
A000208,,Finance,Senior Finance Analyst,Job Portal,2017-11-02,2017-11-08,2017-11-22,,81,74,Yes,No,4597,Recruiter C
A000209,,Finance,Senior Finance Analyst,Internal Mobility,2017-10-24,2017-11-04,2017-11-18,,87,69,No,No,4299,Recruiter A
A000210,E00104,Finance,Senior Finance Analyst,Campus,2017-10-26,2017-10-31,2017-11-10,2017-11-28,82,83,Yes,Yes,2662,Recruiter B
A000211,,Supply Chain,Planner,LinkedIn,2023-05-19,2023-06-05,2023-06-10,,68,85,No,No,13225,Recruiter A
A000212,E00105,Supply Chain,Planner,Company Website,2023-05-04,2023-05-14,2023-05-20,2023-08-04,62,77,Yes,Yes,11812,Recruiter D
A000213,E00106,Operations,Operations Analyst,Job Portal,2021-04-16,2021-05-02,2021-05-12,2021-07-10,80,86,Yes,Yes,12411,Recruiter D
A000214,E00107,Technology,Engineering Manager,Agency,2021-07-28,2021-08-15,2021-08-28,2021-09-19,64,65,Yes,Yes,13146,Recruiter A
A000215,E00108,Sales,Sales Executive,LinkedIn,2018-01-17,2018-01-19,2018-01-23,2018-04-12,60,72,Yes,Yes,14799,Recruiter D
A000216,,Sales,Sales Executive,Internal Mobility,2018-03-06,2018-03-24,2018-04-06,,91,67,No,No,7201,Recruiter C
A000217,,Sales,Sales Executive,LinkedIn,2018-01-02,2018-01-12,2018-01-22,,87,75,Yes,No,7934,Recruiter A
A000218,E00109,Sales,Regional Sales Manager,Campus,2017-07-21,2017-07-31,2017-08-10,2017-08-23,70,80,Yes,Yes,9047,Recruiter B
A000219,E00110,Human Resources,Talent Acquisition Specialist,LinkedIn,2019-07-29,2019-08-01,2019-08-09,2019-11-04,68,76,Yes,Yes,5617,Recruiter B
A000220,,Human Resources,Talent Acquisition Specialist,Campus,2019-08-20,2019-08-22,2019-09-03,,66,87,No,No,6802,Recruiter C
A000221,,Human Resources,Talent Acquisition Specialist,Company Website,2019-09-05,2019-09-09,2019-09-23,,82,71,No,No,17418,Recruiter B
A000222,E00111,Operations,Team Lead,LinkedIn,2017-01-27,2017-02-08,2017-02-13,2017-04-21,72,68,Yes,Yes,6021,Recruiter D
A000223,E00112,Finance,Finance Manager,Agency,2018-06-19,2018-07-02,2018-07-04,2018-09-03,61,95,Yes,Yes,7236,Recruiter A
A000224,,Finance,Finance Manager,Job Portal,2018-06-27,2018-07-13,2018-07-27,,82,80,No,No,9935,Recruiter B
A000225,,Finance,Finance Manager,Agency,2018-07-26,2018-08-02,2018-08-15,,88,72,Yes,No,14353,Recruiter D
A000226,,Supply Chain,Supply Chain Analyst,Campus,2023-01-22,2023-02-01,2023-02-11,,60,55,No,No,10361,Recruiter D
A000227,E00113,Supply Chain,Supply Chain Analyst,Referral,2023-01-24,2023-02-05,2023-02-16,2023-02-20,67,56,Yes,Yes,10189,Recruiter D
A000228,E00114,Operations,Team Lead,Job Portal,2019-02-17,2019-02-23,2019-03-07,2019-05-02,67,93,Yes,Yes,16037,Recruiter C
A000229,E00115,Operations,Team Lead,Campus,2019-09-24,2019-09-27,2019-09-29,2019-11-09,92,58,Yes,Yes,12665,Recruiter C
A000230,,Supply Chain,Logistics Manager,Referral,2018-05-25,2018-06-12,2018-06-14,,85,62,No,No,12586,Recruiter A
A000231,E00116,Supply Chain,Logistics Manager,Agency,2018-05-26,2018-06-13,2018-06-20,2018-07-15,90,77,Yes,Yes,5994,Recruiter B
A000232,E00117,Sales,Sales Analyst,Company Website,2021-07-27,2021-08-09,2021-08-12,2021-09-17,85,67,Yes,Yes,13022,Recruiter A
A000233,E00118,Technology,Data Analyst,Internal Mobility,2022-05-26,2022-05-29,2022-06-03,2022-07-15,91,78,Yes,Yes,4403,Recruiter A
A000234,,Technology,Data Analyst,Company Website,2022-06-13,2022-06-28,2022-07-11,,57,73,No,No,15479,Recruiter A
A000235,E00119,Human Resources,L&D Specialist,Agency,2025-03-30,2025-04-06,2025-04-14,2025-05-06,55,75,Yes,Yes,10455,Recruiter A
A000236,,Human Resources,L&D Specialist,Campus,2025-02-19,2025-02-28,2025-03-14,,64,51,Yes,No,11674,Recruiter D
A000237,,Customer Success,Customer Success Manager,Referral,2020-05-12,2020-05-19,2020-05-30,,58,58,Yes,No,6249,Recruiter D
A000238,,Customer Success,Customer Success Manager,Company Website,2020-05-23,2020-06-08,2020-06-21,,93,89,Yes,No,10293,Recruiter B
A000239,E00120,Customer Success,Customer Success Manager,LinkedIn,2020-05-16,2020-05-25,2020-06-04,2020-07-15,89,69,Yes,Yes,3890,Recruiter D
A000240,E00121,Customer Success,Customer Success Manager,Campus,2020-02-05,2020-02-21,2020-02-28,2020-03-14,92,60,Yes,Yes,12545,Recruiter C
A000241,E00122,Operations,Operations Manager,Agency,2026-04-30,2026-05-16,2026-05-27,2026-06-14,64,92,Yes,Yes,11574,Recruiter B
A000242,E00123,Human Resources,HR Manager,Company Website,2019-10-04,2019-10-10,2019-10-12,2019-11-20,57,95,Yes,Yes,3379,Recruiter C
A000243,,Marketing,Marketing Executive,Agency,2022-08-16,2022-08-19,2022-08-24,,61,56,No,No,8506,Recruiter A
A000244,E00124,Marketing,Marketing Executive,LinkedIn,2022-09-14,2022-09-24,2022-09-27,2022-11-03,86,82,Yes,Yes,12521,Recruiter D
A000245,,Marketing,Marketing Executive,Campus,2022-08-18,2022-08-21,2022-09-03,,76,93,No,No,4028,Recruiter C
A000246,,Sales,Account Manager,Agency,2025-03-18,2025-03-21,2025-03-27,,83,66,No,No,12778,Recruiter D
A000247,,Sales,Account Manager,Agency,2025-05-07,2025-05-22,2025-05-25,,70,58,No,No,11782,Recruiter D
A000248,E00125,Sales,Account Manager,Job Portal,2025-04-10,2025-04-17,2025-04-23,2025-06-05,87,60,Yes,Yes,13681,Recruiter A
A000249,E00126,Technology,Tech Lead,LinkedIn,2021-01-01,2021-01-10,2021-01-16,2021-02-28,86,85,Yes,Yes,14742,Recruiter D
A000250,,Technology,Tech Lead,Company Website,2021-01-24,2021-01-28,2021-02-02,,92,92,No,No,12057,Recruiter A
A000251,E00127,Human Resources,HR Business Partner,Internal Mobility,2018-08-06,2018-08-11,2018-08-23,2018-11-08,88,63,Yes,Yes,5996,Recruiter D
A000252,,Human Resources,HR Manager,Referral,2017-01-09,2017-01-23,2017-02-01,,68,76,No,No,14746,Recruiter A
A000253,,Human Resources,HR Manager,LinkedIn,2017-01-13,2017-01-28,2017-01-30,,87,75,No,No,11049,Recruiter A
A000254,E00128,Human Resources,HR Manager,Referral,2017-03-07,2017-03-20,2017-03-26,2017-04-04,77,53,Yes,Yes,17505,Recruiter D
A000255,E00129,Technology,Data Analyst,Job Portal,2017-01-22,2017-01-29,2017-02-07,2017-04-04,74,93,Yes,Yes,6736,Recruiter C
A000256,E00130,Supply Chain,Supply Chain Analyst,Agency,2021-04-04,2021-04-15,2021-04-17,2021-05-05,66,92,Yes,Yes,10322,Recruiter C
A000257,,Marketing,Brand Manager,Agency,2024-03-14,2024-03-26,2024-04-03,,84,89,Yes,No,16470,Recruiter B
A000258,E00131,Marketing,Brand Manager,Agency,2024-02-27,2024-03-05,2024-03-07,2024-05-10,57,86,Yes,Yes,3481,Recruiter A
A000259,E00132,Supply Chain,Planner,Campus,2021-10-13,2021-10-19,2021-10-31,2021-11-18,88,66,Yes,Yes,8854,Recruiter B
A000260,,Supply Chain,Planner,LinkedIn,2021-08-11,2021-08-19,2021-08-27,,73,83,No,No,13205,Recruiter B
A000261,,Supply Chain,Planner,LinkedIn,2021-10-02,2021-10-14,2021-10-17,,86,81,No,No,8538,Recruiter D
A000262,E00133,Operations,Operations Executive,Job Portal,2018-01-29,2018-02-12,2018-02-20,2018-05-03,80,58,Yes,Yes,3350,Recruiter A
A000263,,Operations,Operations Executive,Job Portal,2018-03-18,2018-03-29,2018-04-10,,75,74,Yes,No,7239,Recruiter D
A000264,,Supply Chain,Planner,Campus,2023-01-25,2023-02-09,2023-02-20,,64,64,No,No,11035,Recruiter B
A000265,E00134,Supply Chain,Planner,Job Portal,2023-02-23,2023-03-02,2023-03-10,2023-04-14,95,60,Yes,Yes,13718,Recruiter D
A000266,,Supply Chain,Planner,Job Portal,2023-03-05,2023-03-19,2023-03-27,,70,72,No,No,14248,Recruiter B
A000267,E00135,Supply Chain,Logistics Manager,Campus,2020-02-23,2020-03-07,2020-03-18,2020-05-16,78,82,Yes,Yes,11155,Recruiter A
A000268,E00136,Operations,Team Lead,Job Portal,2023-12-24,2024-01-10,2024-01-12,2024-03-09,59,83,Yes,Yes,5338,Recruiter D
A000269,,Operations,Team Lead,Campus,2024-01-30,2024-02-04,2024-02-14,,62,88,Yes,No,12447,Recruiter A
A000270,E00137,Supply Chain,Logistics Manager,LinkedIn,2022-04-05,2022-04-11,2022-04-14,2022-07-06,76,72,Yes,Yes,5259,Recruiter B
A000271,,Supply Chain,Logistics Manager,Job Portal,2022-04-09,2022-04-27,2022-05-04,,92,58,Yes,No,9918,Recruiter D
A000272,,Supply Chain,Logistics Manager,Company Website,2022-05-09,2022-05-27,2022-05-30,,83,73,No,No,5167,Recruiter C
A000273,,Finance,Senior Finance Analyst,Job Portal,2025-06-29,2025-07-03,2025-07-08,,56,76,Yes,No,13271,Recruiter C
A000274,E00138,Finance,Senior Finance Analyst,Referral,2025-05-01,2025-05-04,2025-05-10,2025-07-26,61,65,Yes,Yes,16101,Recruiter C
A000275,E00139,Human Resources,HR Executive,LinkedIn,2018-03-02,2018-03-18,2018-03-25,2018-04-09,80,59,Yes,Yes,15591,Recruiter A
A000276,,Human Resources,HR Executive,LinkedIn,2018-02-07,2018-02-21,2018-03-02,,57,95,No,No,13098,Recruiter A
A000277,,Customer Success,Customer Success Executive,Agency,2021-07-20,2021-07-31,2021-08-05,,76,68,No,No,5481,Recruiter A
A000278,,Customer Success,Customer Success Executive,Agency,2021-08-14,2021-08-20,2021-08-27,,86,94,Yes,No,9116,Recruiter B
A000279,E00140,Customer Success,Customer Success Executive,LinkedIn,2021-06-22,2021-07-04,2021-07-17,2021-09-19,74,88,Yes,Yes,12297,Recruiter B
A000280,E00141,Human Resources,Talent Acquisition Specialist,Internal Mobility,2019-12-02,2019-12-12,2019-12-19,2020-01-03,69,50,Yes,Yes,10120,Recruiter C
A000281,E00142,Technology,Senior Software Engineer,Internal Mobility,2021-04-06,2021-04-21,2021-04-27,2021-05-02,86,93,Yes,Yes,13513,Recruiter D
A000282,E00143,Finance,Finance Analyst,Campus,2021-06-23,2021-06-26,2021-06-28,2021-07-22,80,87,Yes,Yes,11756,Recruiter D
A000283,,Finance,Finance Analyst,Agency,2021-05-28,2021-06-08,2021-06-12,,91,74,No,No,5760,Recruiter C
A000284,,Finance,Finance Analyst,Referral,2021-05-26,2021-06-10,2021-06-24,,83,55,Yes,No,17932,Recruiter B
A000285,,Supply Chain,Supply Chain Analyst,Job Portal,2017-12-13,2017-12-18,2017-12-25,,60,58,Yes,No,13002,Recruiter A
A000286,E00144,Supply Chain,Supply Chain Analyst,Internal Mobility,2017-11-20,2017-11-23,2017-12-05,2018-02-14,88,73,Yes,Yes,9925,Recruiter A
A000287,,Supply Chain,Supply Chain Analyst,Company Website,2017-12-27,2018-01-02,2018-01-13,,73,76,No,No,14157,Recruiter B
A000288,,Sales,Account Manager,LinkedIn,2017-06-04,2017-06-12,2017-06-25,,77,53,No,No,6431,Recruiter D
A000289,E00145,Sales,Account Manager,Campus,2017-05-16,2017-05-29,2017-06-11,2017-08-16,58,82,Yes,Yes,8132,Recruiter C
A000290,,Sales,Account Manager,LinkedIn,2017-06-11,2017-06-17,2017-06-30,,84,95,No,No,16896,Recruiter D
A000291,,Finance,Finance Manager,Job Portal,2019-01-31,2019-02-14,2019-02-19,,79,90,Yes,No,3387,Recruiter D
A000292,E00146,Finance,Finance Manager,Job Portal,2019-01-21,2019-01-31,2019-02-11,2019-04-23,56,67,Yes,Yes,4728,Recruiter B
A000293,E00147,Marketing,Marketing Executive,Referral,2017-08-09,2017-08-26,2017-09-05,2017-09-30,91,71,Yes,Yes,2998,Recruiter D
A000294,,Marketing,Marketing Executive,Internal Mobility,2017-09-04,2017-09-18,2017-09-24,,91,67,Yes,No,15281,Recruiter A
A000295,E00148,Sales,Regional Sales Manager,Internal Mobility,2020-10-11,2020-10-28,2020-11-07,2020-11-12,75,70,Yes,Yes,17893,Recruiter A
A000296,,Sales,Regional Sales Manager,Agency,2020-08-23,2020-09-06,2020-09-18,,79,56,Yes,No,12291,Recruiter C
A000297,,Sales,Regional Sales Manager,Job Portal,2020-08-10,2020-08-28,2020-09-11,,84,64,Yes,No,14369,Recruiter A
A000298,E00149,Technology,Engineering Manager,Agency,2026-06-20,2026-06-22,2026-07-02,2026-08-24,56,79,Yes,Yes,17970,Recruiter A
A000299,,Technology,Engineering Manager,Campus,2026-07-05,2026-07-20,2026-07-25,,76,76,No,No,3845,Recruiter B
A000300,E00150,Human Resources,HR Manager,Internal Mobility,2024-12-13,2024-12-26,2025-01-08,2025-02-22,61,77,Yes,Yes,4789,Recruiter B
A000301,,Human Resources,HR Manager,Internal Mobility,2024-12-24,2025-01-06,2025-01-15,,72,58,Yes,No,4952,Recruiter C
A000302,,Sales,Account Manager,Company Website,2024-11-15,2024-11-23,2024-12-06,,76,82,No,No,9690,Recruiter D
A000303,E00151,Sales,Account Manager,Internal Mobility,2024-11-02,2024-11-14,2024-11-24,2025-01-12,79,76,Yes,Yes,6300,Recruiter A
A000304,,Sales,Account Manager,LinkedIn,2024-10-07,2024-10-13,2024-10-15,,90,92,Yes,No,11934,Recruiter B
A000305,E00152,Operations,Team Lead,Internal Mobility,2017-12-26,2018-01-01,2018-01-10,2018-02-26,58,69,Yes,Yes,13650,Recruiter C
A000306,,Operations,Team Lead,Agency,2017-11-20,2017-12-01,2017-12-11,,86,67,No,No,9307,Recruiter C
A000307,E00153,Customer Success,Customer Success Executive,Job Portal,2024-04-29,2024-05-16,2024-05-28,2024-06-08,91,70,Yes,Yes,12075,Recruiter A
A000308,,Customer Success,Customer Success Executive,Agency,2024-03-19,2024-03-24,2024-04-05,,90,89,No,No,13012,Recruiter C
A000309,E00154,Operations,Operations Manager,Campus,2017-02-18,2017-02-27,2017-03-01,2017-04-18,58,63,Yes,Yes,2808,Recruiter B
A000310,,Operations,Operations Manager,Internal Mobility,2017-02-12,2017-03-02,2017-03-13,,57,71,No,No,8201,Recruiter D
A000311,,Operations,Operations Manager,Campus,2017-02-09,2017-02-11,2017-02-21,,83,64,Yes,No,7462,Recruiter C
A000312,,Finance,Finance Manager,Job Portal,2020-12-08,2020-12-17,2020-12-20,,74,88,Yes,No,7468,Recruiter A
A000313,E00155,Finance,Finance Manager,LinkedIn,2020-12-20,2021-01-07,2021-01-16,2021-02-13,90,51,Yes,Yes,12641,Recruiter A
A000314,,Finance,Finance Manager,Agency,2021-01-06,2021-01-17,2021-01-21,,59,74,Yes,No,5850,Recruiter C
A000315,,Marketing,Marketing Executive,LinkedIn,2023-02-12,2023-02-27,2023-03-08,,94,66,Yes,No,16618,Recruiter A
A000316,,Marketing,Marketing Executive,Internal Mobility,2023-01-24,2023-01-29,2023-02-10,,64,90,No,No,17438,Recruiter B
A000317,E00156,Marketing,Marketing Executive,Internal Mobility,2023-02-08,2023-02-17,2023-02-21,2023-04-03,83,50,Yes,Yes,15350,Recruiter C
A000318,E00157,Finance,Finance Analyst,Company Website,2022-05-26,2022-06-06,2022-06-13,2022-07-30,81,74,Yes,Yes,8051,Recruiter B
A000319,E00158,Human Resources,Talent Acquisition Specialist,Agency,2020-01-20,2020-02-06,2020-02-16,2020-04-25,57,69,Yes,Yes,2744,Recruiter A
A000320,,Human Resources,Talent Acquisition Specialist,Job Portal,2020-02-28,2020-03-16,2020-03-21,,82,53,No,No,6988,Recruiter A
A000321,,Human Resources,Talent Acquisition Specialist,Agency,2020-01-20,2020-01-24,2020-02-07,,55,74,No,No,14503,Recruiter C
A000322,E00159,Supply Chain,Supply Chain Analyst,Campus,2020-04-05,2020-04-20,2020-04-26,2020-06-02,86,51,Yes,Yes,8085,Recruiter A
A000323,,Supply Chain,Supply Chain Analyst,Campus,2020-05-05,2020-05-12,2020-05-18,,93,93,No,No,13275,Recruiter C
A000324,,Supply Chain,Supply Chain Analyst,Company Website,2020-03-01,2020-03-18,2020-03-27,,74,58,Yes,No,13785,Recruiter B
A000325,E00160,Customer Success,Customer Success Manager,Campus,2017-05-16,2017-05-22,2017-05-27,2017-08-19,80,52,Yes,Yes,16859,Recruiter A
A000326,,Sales,Regional Sales Manager,Company Website,2022-01-28,2022-02-01,2022-02-14,,95,57,No,No,16051,Recruiter A
A000327,E00161,Sales,Regional Sales Manager,Job Portal,2022-01-29,2022-02-07,2022-02-12,2022-04-08,73,59,Yes,Yes,9181,Recruiter A
A000328,,Sales,Regional Sales Manager,Agency,2022-01-06,2022-01-17,2022-01-28,,66,80,No,No,16396,Recruiter C
A000329,E00162,Technology,Tech Lead,Campus,2021-06-28,2021-07-12,2021-07-24,2021-08-17,55,83,Yes,Yes,4363,Recruiter D
A000330,E00163,Finance,Senior Finance Analyst,Campus,2025-06-24,2025-07-10,2025-07-24,2025-09-13,80,83,Yes,Yes,6501,Recruiter D
A000331,,Customer Success,Customer Success Executive,LinkedIn,2024-06-16,2024-06-23,2024-07-05,,56,77,No,No,15725,Recruiter D
A000332,E00164,Customer Success,Customer Success Executive,Internal Mobility,2024-07-06,2024-07-20,2024-07-22,2024-08-26,92,90,Yes,Yes,3181,Recruiter A
A000333,,Customer Success,Customer Success Executive,LinkedIn,2024-07-24,2024-08-08,2024-08-21,,75,82,No,No,8576,Recruiter D
A000334,,Marketing,Marketing Executive,Agency,2018-07-21,2018-08-04,2018-08-10,,70,68,Yes,No,12085,Recruiter A
A000335,E00165,Marketing,Marketing Executive,Agency,2018-06-04,2018-06-07,2018-06-09,2018-09-02,93,79,Yes,Yes,12066,Recruiter A
A000336,,Marketing,Marketing Executive,Referral,2018-07-28,2018-08-12,2018-08-24,,72,65,No,No,16879,Recruiter C
A000337,,Operations,Operations Executive,Company Website,2017-03-12,2017-03-30,2017-04-03,,86,58,No,No,17646,Recruiter C
A000338,E00166,Operations,Operations Executive,Referral,2017-05-05,2017-05-20,2017-06-01,2017-06-09,62,94,Yes,Yes,11384,Recruiter B
A000339,,Operations,Operations Executive,Job Portal,2017-05-04,2017-05-12,2017-05-14,,91,65,No,No,10407,Recruiter D
A000340,E00167,Supply Chain,Supply Chain Analyst,Referral,2025-12-30,2026-01-16,2026-01-30,2026-01-30,65,58,Yes,Yes,7149,Recruiter D
A000341,,Supply Chain,Supply Chain Analyst,Internal Mobility,2025-11-07,2025-11-10,2025-11-20,,84,81,No,No,14783,Recruiter B
A000342,E00168,Marketing,Brand Manager,Company Website,2022-10-16,2022-10-25,2022-10-28,2023-01-14,72,69,Yes,Yes,10091,Recruiter A
A000343,,Marketing,Brand Manager,Campus,2022-11-11,2022-11-15,2022-11-26,,71,61,No,No,11265,Recruiter A
A000344,E00169,Marketing,Digital Marketing Analyst,Company Website,2026-01-25,2026-02-01,2026-02-10,2026-03-26,67,82,Yes,Yes,11070,Recruiter C
A000345,,Marketing,Digital Marketing Analyst,Agency,2026-01-25,2026-02-03,2026-02-07,,59,92,Yes,No,4850,Recruiter C
A000346,,Marketing,Digital Marketing Analyst,Agency,2026-02-04,2026-02-08,2026-02-16,,66,77,No,No,3878,Recruiter C
A000347,E00170,Technology,Engineering Manager,Referral,2017-06-12,2017-06-17,2017-06-21,2017-08-21,91,92,Yes,Yes,10714,Recruiter A
A000348,,Technology,Engineering Manager,Job Portal,2016-11-06,2016-11-10,2016-11-24,,71,75,Yes,No,9896,Recruiter B
A000349,E00171,Technology,Engineering Manager,Agency,2016-11-24,2016-12-08,2016-12-19,2017-02-01,75,91,Yes,Yes,12685,Recruiter D
A000350,,Finance,Finance Manager,Campus,2022-05-06,2022-05-15,2022-05-28,,75,77,No,No,9617,Recruiter A
A000351,,Finance,Finance Manager,Internal Mobility,2022-05-01,2022-05-09,2022-05-11,,94,62,No,No,7761,Recruiter B
A000352,E00172,Finance,Finance Manager,Referral,2022-04-14,2022-04-28,2022-05-07,2022-07-08,64,80,Yes,Yes,15696,Recruiter A
A000353,E00173,Finance,Senior Finance Analyst,LinkedIn,2023-03-06,2023-03-11,2023-03-15,2023-06-14,90,56,Yes,Yes,2706,Recruiter D
A000354,E00174,Supply Chain,Procurement Specialist,LinkedIn,2022-10-16,2022-11-03,2022-11-13,2023-01-19,56,58,Yes,Yes,11950,Recruiter A
A000355,,Supply Chain,Procurement Specialist,Referral,2022-11-09,2022-11-16,2022-11-20,,62,68,No,No,9850,Recruiter D
A000356,E00175,Marketing,Brand Manager,LinkedIn,2020-05-18,2020-05-23,2020-05-26,2020-07-15,72,69,Yes,Yes,13006,Recruiter C
A000357,,Marketing,Brand Manager,Internal Mobility,2020-05-11,2020-05-19,2020-05-24,,86,60,Yes,No,2606,Recruiter D
A000358,,Marketing,Brand Manager,Campus,2020-05-18,2020-05-30,2020-06-13,,64,61,No,No,17765,Recruiter D
A000359,,Human Resources,HR Business Partner,Internal Mobility,2021-08-20,2021-08-25,2021-09-03,,77,56,No,No,3949,Recruiter D
A000360,,Human Resources,HR Business Partner,Company Website,2021-09-01,2021-09-18,2021-09-29,,74,74,No,No,10656,Recruiter D
A000361,E00176,Human Resources,HR Business Partner,Campus,2021-09-09,2021-09-19,2021-09-25,2021-11-27,81,71,Yes,Yes,9257,Recruiter C
A000362,E00177,Customer Success,Customer Success Executive,Referral,2024-01-15,2024-01-20,2024-01-27,2024-04-14,68,93,Yes,Yes,13586,Recruiter C
A000363,,Customer Success,Customer Success Executive,Campus,2024-03-15,2024-03-31,2024-04-08,,55,56,No,No,14901,Recruiter A
A000364,,Operations,Operations Manager,Internal Mobility,2019-06-29,2019-07-16,2019-07-22,,77,71,Yes,No,16683,Recruiter A
A000365,E00178,Operations,Operations Manager,Job Portal,2019-06-23,2019-07-05,2019-07-14,2019-09-12,63,51,Yes,Yes,11561,Recruiter A
A000366,,Operations,Operations Manager,Agency,2019-08-09,2019-08-22,2019-08-24,,95,80,No,No,11653,Recruiter A
A000367,E00179,Supply Chain,Planner,Job Portal,2025-12-17,2026-01-01,2026-01-04,2026-02-17,79,93,Yes,Yes,14827,Recruiter C
