Training_ID,Employee_ID,Course_Name,Training_Date,Training_Hours,Delivery_Mode,Completion_Status,Pre_Assessment_Score,Post_Assessment_Score,Training_Cost_INR
T000352,E00157,Project Management,2025-03-21,8,Online,Completed,78,88,8969
T000353,E00157,Negotiation,2024-01-14,4,Blended,Completed,41,48,14661
T000354,E00157,Advanced Excel,2026-03-07,24,Blended,Completed,62,90,4388
T000355,E00158,Negotiation,2025-08-02,24,Online,Completed,55,73,9082
T000356,E00158,Cloud Fundamentals,2025-05-20,4,Blended,Completed,56,64,3506
T000357,E00158,Cloud Fundamentals,2024-05-05,12,Blended,Completed,66,89,4816
T000358,E00159,Data Privacy,2025-03-22,24,Blended,Completed,62,74,5163
T000359,E00160,Communication Skills,2024-05-25,8,Blended,Completed,67,82,13653
T000360,E00160,Communication Skills,2024-11-11,2,Blended,Completed,51,66,2138
T000361,E00160,GenAI for Business,2025-07-13,12,Blended,Completed,68,96,10540
T000362,E00160,Project Management,2025-06-04,2,Classroom,Completed,74,98,8061
T000363,E00161,Cloud Fundamentals,2024-01-17,16,Classroom,Completed,66,94,11384
T000364,E00161,Negotiation,2024-10-15,8,Online,Completed,44,69,7057
T000365,E00161,Power BI,2024-08-08,2,Classroom,Incomplete,40,61,6303
T000366,E00161,Python Analytics,2024-07-30,2,Online,Completed,52,76,13862
T000367,E00161,Communication Skills,2024-09-22,16,Classroom,Completed,70,76,2806
T000368,E00162,Project Management,2025-02-22,12,Classroom,Completed,52,75,13849
T000369,E00162,Cloud Fundamentals,2024-03-02,4,Classroom,Incomplete,40,53,10742
T000370,E00163,Advanced Excel,2026-01-21,6,Classroom,Completed,55,64,2685
T000371,E00163,Cloud Fundamentals,2025-10-11,24,Classroom,Completed,74,100,3555
T000372,E00163,Python Analytics,2025-09-29,6,Blended,Completed,41,66,8512
T000373,E00163,Negotiation,2026-02-25,6,Classroom,Incomplete,76,92,6053
T000374,E00163,Cloud Fundamentals,2026-05-06,24,Online,Completed,47,60,11132
T000375,E00164,Python Analytics,2024-11-01,16,Blended,Completed,44,52,12045
T000376,E00164,Communication Skills,2026-03-27,16,Classroom,Completed,58,69,7696
T000377,E00164,Data Privacy,2026-05-25,4,Classroom,Completed,60,71,6910
T000378,E00164,Advanced Excel,2024-10-20,24,Blended,Completed,71,98,7673
T000379,E00164,Leadership Essentials,2025-09-21,2,Blended,Completed,45,51,13570
T000380,E00167,Python Analytics,2026-06-08,4,Classroom,Completed,52,76,6738
T000381,E00167,Power BI,2026-03-31,16,Online,Incomplete,75,95,6435
T000382,E00167,Project Management,2026-06-20,12,Online,Completed,41,62,6359
T000383,E00167,Leadership Essentials,2026-07-16,12,Online,Completed,72,77,3395
T000384,E00167,Negotiation,2026-02-06,2,Classroom,Completed,75,99,4134
T000385,E00168,Negotiation,2026-01-29,4,Blended,Completed,72,82,11845
T000386,E00168,GenAI for Business,2024-01-05,6,Online,Completed,56,82,13195
T000387,E00168,Leadership Essentials,2024-04-29,8,Classroom,Completed,43,49,4426
T000388,E00169,Leadership Essentials,2026-08-29,12,Blended,Incomplete,73,87,9950
T000389,E00169,Advanced Excel,2026-05-20,12,Classroom,Incomplete,76,91,9799
T000390,E00169,Power BI,2026-05-28,16,Online,Completed,59,65,2752
T000391,E00169,Leadership Essentials,2026-07-02,16,Classroom,Completed,62,79,2175
T000392,E00169,Project Management,2026-07-06,4,Blended,Completed,70,82,5765
T000393,E00171,Python Analytics,2026-03-26,2,Classroom,Completed,76,86,9054
T000394,E00171,Data Privacy,2026-07-04,24,Online,Completed,57,82,4317
T000395,E00171,Communication Skills,2026-03-05,2,Blended,Incomplete,46,62,9166
T000396,E00171,Project Management,2024-10-24,6,Blended,Completed,58,66,9756
T000397,E00173,Leadership Essentials,2026-04-17,8,Online,Completed,53,73,12729
T000398,E00174,Leadership Essentials,2024-10-21,8,Classroom,Completed,68,74,14699
T000399,E00174,Python Analytics,2025-07-04,24,Classroom,Completed,51,77,12868
T000400,E00174,Cloud Fundamentals,2024-04-01,2,Blended,Completed,74,84,12099
T000401,E00175,Cloud Fundamentals,2025-04-20,4,Blended,Completed,41,60,6570
T000402,E00175,Communication Skills,2024-09-10,4,Blended,Completed,53,73,9745
T000403,E00175,GenAI for Business,2024-06-07,24,Classroom,Completed,73,80,8618
T000404,E00176,GenAI for Business,2026-02-10,12,Online,Completed,73,92,7917
T000405,E00176,Negotiation,2024-03-21,8,Blended,Completed,56,80,3967
T000406,E00176,Cloud Fundamentals,2026-04-18,16,Blended,Completed,50,75,10765
T000407,E00177,Power BI,2024-05-17,4,Online,Completed,61,76,10290
T000408,E00177,GenAI for Business,2024-07-21,24,Classroom,Incomplete,48,69,10004
T000409,E00177,GenAI for Business,2024-05-20,6,Classroom,Completed,62,88,13079
T000410,E00177,Advanced Excel,2025-04-04,16,Online,Completed,62,80,4926
T000411,E00178,Negotiation,2026-08-08,2,Online,Completed,65,91,14304
T000412,E00180,GenAI for Business,2026-08-29,2,Online,Completed,58,81,8527
T000413,E00180,Data Privacy,2026-04-11,8,Online,Completed,55,76,7882
T000414,E00181,Python Analytics,2025-02-22,12,Blended,Completed,43,53,3093
T000415,E00181,Negotiation,2024-03-13,4,Classroom,Completed,49,62,5648
T000416,E00181,Data Privacy,2024-08-18,2,Blended,Completed,73,98,10008
T000417,E00181,Negotiation,2025-06-26,4,Classroom,Completed,70,81,9541
T000418,E00182,Cloud Fundamentals,2024-12-25,16,Classroom,Completed,43,63,6588
T000419,E00182,GenAI for Business,2026-02-01,16,Blended,Completed,74,92,3114
T000420,E00183,Negotiation,2025-08-30,16,Online,Completed,58,77,3473
T000421,E00183,Advanced Excel,2024-05-04,2,Online,Completed,65,80,13389
T000422,E00185,Cloud Fundamentals,2026-08-18,8,Online,Completed,68,88,3505
T000423,E00185,Power BI,2026-08-20,2,Blended,Completed,53,60,9415
T000424,E00186,Leadership Essentials,2024-05-29,4,Classroom,Completed,66,73,9214
T000425,E00186,Python Analytics,2024-06-04,2,Online,Completed,64,79,12012
T000426,E00186,Power BI,2024-01-27,4,Online,Completed,69,87,9596
T000427,E00186,Advanced Excel,2024-05-01,24,Blended,Completed,49,66,12103
T000428,E00186,Cloud Fundamentals,2024-03-24,4,Classroom,Completed,70,77,7083
T000429,E00188,GenAI for Business,2026-07-07,6,Classroom,Completed,78,91,4924
T000430,E00188,Cloud Fundamentals,2026-05-16,16,Online,Incomplete,46,54,5860
T000431,E00189,Advanced Excel,2024-09-07,24,Blended,Completed,72,87,7884
T000432,E00189,Advanced Excel,2024-09-12,4,Online,Completed,42,49,13656
T000433,E00189,Python Analytics,2026-08-30,24,Online,Completed,54,63,6794
T000434,E00190,Data Privacy,2024-08-01,6,Classroom,Completed,73,82,7645
T000435,E00190,Python Analytics,2024-10-07,2,Online,Completed,61,68,12675
T000436,E00190,Negotiation,2025-09-24,16,Classroom,Incomplete,69,94,4072
T000437,E00192,Cloud Fundamentals,2026-05-20,24,Blended,Completed,58,73,3719
T000438,E00192,Data Privacy,2025-09-05,24,Classroom,Completed,46,65,9434
T000439,E00193,Leadership Essentials,2024-01-08,4,Online,Completed,54,62,13382
T000440,E00193,Data Privacy,2025-04-05,2,Online,Completed,44,71,6355
T000441,E00195,Advanced Excel,2024-11-08,8,Online,Completed,74,99,8158
T000442,E00196,Data Privacy,2026-04-23,12,Classroom,Completed,76,100,8170
T000443,E00196,Project Management,2025-12-09,12,Blended,Completed,52,80,2405
T000444,E00198,GenAI for Business,2026-02-17,24,Classroom,Completed,71,78,13581
T000445,E00200,Communication Skills,2026-08-27,24,Classroom,Completed,73,91,14099
T000446,E00200,Advanced Excel,2025-07-14,24,Online,Completed,59,84,2971
T000447,E00200,GenAI for Business,2024-09-28,12,Blended,Incomplete,51,69,6007
T000448,E00200,Cloud Fundamentals,2025-02-27,8,Online,Completed,52,59,2606
T000449,E00201,GenAI for Business,2026-05-28,8,Blended,Completed,76,100,3427
T000450,E00201,Leadership Essentials,2024-09-25,8,Classroom,Completed,42,57,13173
T000451,E00202,GenAI for Business,2026-03-05,6,Online,Completed,68,88,3380
T000452,E00202,Communication Skills,2026-02-12,24,Classroom,Completed,77,84,12940
T000453,E00203,Advanced Excel,2024-10-28,8,Classroom,Completed,71,92,8594
T000454,E00203,Leadership Essentials,2026-05-22,6,Blended,Completed,69,80,4018
T000455,E00203,Python Analytics,2024-12-22,24,Blended,Incomplete,42,62,2445
T000456,E00203,Cloud Fundamentals,2025-01-12,8,Blended,Completed,63,70,6389
T000457,E00204,Communication Skills,2026-01-18,16,Blended,Incomplete,66,79,14028
T000458,E00204,Cloud Fundamentals,2026-02-04,6,Online,Completed,58,71,4427
T000459,E00204,Negotiation,2025-06-12,2,Online,Completed,74,92,6595
T000460,E00205,Power BI,2026-07-12,4,Online,Completed,58,84,3799
T000461,E00205,Python Analytics,2026-08-31,4,Classroom,Completed,49,56,8211
T000462,E00205,Advanced Excel,2025-05-07,4,Blended,Completed,68,80,1631
T000463,E00205,Power BI,2025-12-28,4,Classroom,Completed,55,68,14620
T000464,E00206,Leadership Essentials,2025-07-10,8,Blended,Completed,49,58,11376
T000465,E00206,Data Privacy,2024-06-08,12,Classroom,Completed,67,95,11864
T000466,E00206,Cloud Fundamentals,2024-09-08,2,Online,Completed,57,77,6602
T000467,E00206,Leadership Essentials,2024-02-21,12,Blended,Completed,53,64,7594
T000468,E00206,Leadership Essentials,2024-12-01,24,Online,Incomplete,52,74,2911
T000469,E00207,Communication Skills,2024-08-03,4,Classroom,Completed,72,95,1550
T000470,E00207,Project Management,2024-09-11,8,Classroom,Completed,46,72,11821
T000471,E00207,Advanced Excel,2025-03-04,12,Blended,Completed,52,61,2763
T000472,E00207,Cloud Fundamentals,2024-02-22,2,Blended,Completed,46,67,11994
T000473,E00207,GenAI for Business,2024-01-20,2,Blended,Completed,64,75,6031
T000474,E00208,Leadership Essentials,2025-11-13,16,Blended,Completed,58,77,13912
T000475,E00208,Advanced Excel,2026-06-16,8,Classroom,Completed,43,53,13458
T000476,E00209,Leadership Essentials,2025-04-18,2,Online,Completed,44,66,7047
T000477,E00209,Power BI,2026-02-04,4,Blended,Completed,72,93,6721
T000478,E00209,Communication Skills,2025-06-09,2,Classroom,Completed,42,65,8026
T000479,E00212,GenAI for Business,2025-08-16,2,Classroom,Incomplete,67,76,11241
T000480,E00212,Negotiation,2026-01-03,12,Classroom,Completed,50,77,9644
T000481,E00214,Power BI,2024-03-23,8,Online,Completed,52,79,13852
T000482,E00214,Advanced Excel,2026-05-18,16,Blended,Completed,56,72,7841
T000483,E00215,Data Privacy,2025-08-08,8,Classroom,Completed,67,90,8400
T000484,E00215,Negotiation,2025-01-08,2,Classroom,Completed,71,89,1893
T000485,E00215,Power BI,2024-03-15,4,Classroom,Completed,48,62,14179
T000486,E00215,Data Privacy,2026-01-26,6,Classroom,Completed,47,61,7555
T000487,E00215,Power BI,2026-05-07,2,Blended,Completed,59,65,7140
T000488,E00216,Advanced Excel,2024-06-09,2,Online,Completed,74,91,5764
T000489,E00217,GenAI for Business,2026-03-03,6,Classroom,Completed,41,52,13074
T000490,E00218,Python Analytics,2025-12-21,2,Blended,Completed,61,70,11502
T000491,E00218,Leadership Essentials,2026-04-13,12,Classroom,Completed,70,86,10078
T000492,E00218,GenAI for Business,2025-05-08,2,Online,Completed,71,94,10941
T000493,E00218,Leadership Essentials,2026-07-05,4,Classroom,Completed,49,77,4245
T000494,E00218,Advanced Excel,2024-05-20,6,Classroom,Completed,52,62,4464
T000495,E00219,Data Privacy,2024-11-16,12,Online,Completed,41,50,2869
T000496,E00219,Advanced Excel,2025-05-19,12,Online,Completed,72,93,5927
T000497,E00219,Leadership Essentials,2024-02-22,8,Classroom,Completed,68,77,1700
T000498,E00219,GenAI for Business,2024-06-25,16,Classroom,Completed,70,96,3398
T000499,E00221,Leadership Essentials,2026-08-04,4,Classroom,Incomplete,64,91,12583
T000500,E00221,Leadership Essentials,2026-04-23,12,Classroom,Completed,52,70,5945
T000501,E00224,Advanced Excel,2025-09-04,4,Online,Completed,78,89,5380
T000502,E00224,Project Management,2026-03-11,8,Classroom,Completed,76,99,13373
T000503,E00224,Advanced Excel,2025-10-28,2,Blended,Completed,49,72,6439
T000504,E00224,Data Privacy,2026-08-31,2,Online,Completed,53,81,7453
T000505,E00225,Negotiation,2026-01-16,24,Online,Completed,41,55,8238
T000506,E00225,Project Management,2025-11-07,4,Blended,Completed,75,87,14548
T000507,E00226,Data Privacy,2024-01-29,24,Classroom,Completed,74,79,4082
T000508,E00226,Leadership Essentials,2025-05-17,24,Online,Completed,64,80,12865
T000509,E00226,Leadership Essentials,2025-01-29,6,Classroom,Completed,72,95,14512
T000510,E00226,Advanced Excel,2024-10-26,4,Online,Completed,75,96,1896
T000511,E00226,Advanced Excel,2026-03-16,16,Blended,Completed,76,84,7510
T000512,E00229,Advanced Excel,2024-07-15,6,Classroom,Completed,60,85,14708
T000513,E00229,Advanced Excel,2024-11-26,4,Online,Completed,57,76,14038
T000514,E00229,Leadership Essentials,2025-04-02,8,Classroom,Completed,41,58,13666
T000515,E00229,Advanced Excel,2024-01-20,8,Online,Completed,44,56,8452
T000516,E00229,Cloud Fundamentals,2026-05-21,6,Online,Completed,78,90,10025
T000517,E00230,Advanced Excel,2024-08-20,24,Online,Completed,77,95,1585
T000518,E00230,Negotiation,2025-01-03,12,Classroom,Completed,47,62,4382
T000519,E00230,Negotiation,2024-06-20,2,Blended,Completed,59,69,8050
T000520,E00230,Data Privacy,2024-06-13,2,Blended,Completed,75,86,12914
T000521,E00230,GenAI for Business,2025-04-26,12,Classroom,Completed,60,73,9791
T000522,E00232,Advanced Excel,2025-09-07,12,Online,Completed,55,81,2354
T000523,E00232,Leadership Essentials,2024-08-31,24,Classroom,Completed,74,94,5118
T000524,E00232,Advanced Excel,2026-03-08,2,Blended,Completed,68,88,2571
T000525,E00232,GenAI for Business,2026-07-19,6,Blended,Completed,71,87,14798
T000526,E00232,GenAI for Business,2026-06-19,12,Online,Completed,50,63,6319
T000527,E00233,Project Management,2026-03-24,24,Classroom,Completed,46,70,2814
T000528,E00233,Python Analytics,2026-05-05,16,Online,Completed,61,67,14276
T000529,E00233,Communication Skills,2025-11-26,6,Online,Completed,44,52,10867
T000530,E00233,Leadership Essentials,2025-12-18,16,Blended,Completed,67,85,2625
T000531,E00233,Advanced Excel,2024-05-14,12,Online,Completed,64,72,3197
T000532,E00234,Communication Skills,2026-05-23,4,Classroom,Completed,73,78,6429
T000533,E00235,Negotiation,2025-12-06,4,Blended,Completed,53,79,6499
T000534,E00235,Communication Skills,2026-03-22,8,Classroom,Completed,72,88,12865
T000535,E00235,Advanced Excel,2024-07-03,8,Online,Completed,74,100,10630
T000536,E00237,Python Analytics,2025-06-04,8,Online,Completed,58,67,9871
T000537,E00237,Project Management,2025-03-29,8,Blended,Completed,69,87,11325
T000538,E00238,Advanced Excel,2026-07-14,16,Blended,Completed,48,53,6197
T000539,E00238,Leadership Essentials,2026-08-08,8,Online,Incomplete,51,67,13211
T000540,E00238,Python Analytics,2026-08-15,6,Blended,Completed,51,59,10892
T000541,E00238,Communication Skills,2026-08-13,6,Blended,Completed,45,63,6246
T000542,E00238,Communication Skills,2026-06-19,16,Online,Completed,43,52,7680
T000543,E00240,Communication Skills,2026-08-23,16,Online,Completed,43,65,12814
T000544,E00240,Python Analytics,2025-03-22,24,Online,Completed,72,98,4316
T000545,E00240,Advanced Excel,2024-02-01,6,Online,Completed,48,64,4770
T000546,E00240,Communication Skills,2025-11-29,16,Online,Completed,57,74,2442
T000547,E00240,Python Analytics,2024-05-25,6,Online,Completed,46,74,2782
T000548,E00241,Data Privacy,2026-08-14,12,Blended,Completed,65,75,5933
T000549,E00241,Leadership Essentials,2025-01-30,2,Classroom,Incomplete,42,57,8729
T000550,E00241,GenAI for Business,2025-10-19,16,Blended,Completed,62,76,7276
T000551,E00242,Negotiation,2026-01-20,12,Classroom,Completed,67,95,3808
T000552,E00242,Leadership Essentials,2025-02-10,2,Blended,Completed,58,85,8667
T000553,E00243,Power BI,2026-04-26,6,Blended,Completed,59,80,6246
T000554,E00243,Project Management,2026-06-18,16,Classroom,Completed,70,93,5069
T000555,E00243,Negotiation,2025-03-12,4,Classroom,Completed,53,72,1950
T000556,E00243,Python Analytics,2026-06-11,8,Classroom,Completed,54,77,7647
T000557,E00244,Cloud Fundamentals,2025-06-29,12,Online,Completed,59,65,9116
T000558,E00246,Python Analytics,2025-07-03,4,Classroom,Completed,45,71,12172
T000559,E00246,Data Privacy,2025-08-30,16,Online,Completed,66,80,14531
T000560,E00246,GenAI for Business,2026-01-17,2,Online,Completed,56,80,5717
T000561,E00246,Negotiation,2024-07-10,6,Online,Completed,76,94,5714
T000562,E00246,Negotiation,2025-01-23,6,Classroom,Completed,41,66,13952
T000563,E00248,Leadership Essentials,2024-09-01,8,Online,Completed,65,75,1876
T000564,E00248,GenAI for Business,2024-05-01,6,Online,Completed,64,86,11930
T000565,E00249,Advanced Excel,2024-09-02,24,Blended,Completed,77,84,10919
T000566,E00250,Advanced Excel,2026-05-20,24,Online,Completed,69,90,12462
T000567,E00250,Leadership Essentials,2026-02-13,8,Blended,Completed,67,79,6196
T000568,E00250,Leadership Essentials,2026-06-08,2,Classroom,Incomplete,58,85,12751
T000569,E00253,Advanced Excel,2026-08-04,12,Online,Completed,46,70,2334
T000570,E00254,Advanced Excel,2024-06-19,24,Blended,Completed,76,91,3133
T000571,E00254,Communication Skills,2025-07-20,6,Online,Completed,65,82,12614
T000572,E00255,Data Privacy,2025-07-11,6,Blended,Completed,42,52,13840
T000573,E00256,Cloud Fundamentals,2024-07-14,6,Classroom,Completed,44,54,3967
T000574,E00256,Negotiation,2024-02-07,4,Classroom,Completed,41,50,2213
T000575,E00256,Project Management,2024-08-10,2,Blended,Completed,50,65,11293
T000576,E00256,Negotiation,2025-01-09,12,Online,Incomplete,71,95,10220
T000577,E00257,Cloud Fundamentals,2024-04-21,16,Blended,Completed,68,93,2448
T000578,E00258,Cloud Fundamentals,2024-02-28,4,Online,Completed,76,93,11238
T000579,E00258,Data Privacy,2024-02-07,24,Classroom,Completed,41,67,8010
T000580,E00258,GenAI for Business,2024-08-18,16,Blended,Completed,49,54,7257
T000581,E00258,Power BI,2025-02-12,24,Blended,Completed,76,88,12981
T000582,E00259,Python Analytics,2024-04-10,8,Classroom,Completed,44,62,4484
T000583,E00259,GenAI for Business,2024-11-30,4,Online,Completed,55,63,9261
T000584,E00259,Power BI,2024-03-22,4,Online,Completed,48,66,7638
T000585,E00259,Leadership Essentials,2025-07-09,2,Blended,Completed,49,68,10685
T000586,E00259,Communication Skills,2024-04-25,6,Blended,Completed,63,78,8065
T000587,E00262,Leadership Essentials,2024-07-10,24,Online,Incomplete,78,100,13215
T000588,E00262,Advanced Excel,2024-01-18,12,Classroom,Completed,76,100,11864
T000589,E00263,Python Analytics,2024-01-04,6,Online,Completed,57,85,14617
T000590,E00263,GenAI for Business,2026-06-11,12,Blended,Completed,52,57,9564
T000591,E00263,Python Analytics,2024-08-31,2,Online,Completed,63,87,13592
T000592,E00264,Power BI,2026-05-29,16,Classroom,Completed,43,51,12423
T000593,E00264,Python Analytics,2025-05-26,2,Online,Completed,43,71,8662
T000594,E00264,Project Management,2026-06-09,8,Blended,Completed,58,75,1793
T000595,E00264,Communication Skills,2026-02-26,4,Online,Completed,45,62,1582
T000596,E00265,Advanced Excel,2026-03-20,4,Online,Completed,59,74,12786
T000597,E00265,Power BI,2026-06-06,6,Blended,Completed,76,82,3308
T000598,E00265,Advanced Excel,2024-08-04,8,Classroom,Completed,62,80,4309
T000599,E00267,Project Management,2025-06-01,6,Classroom,Completed,73,99,14153
T000600,E00267,Leadership Essentials,2024-10-20,6,Classroom,Completed,46,65,1822
